Username,Email,Department,Employee Class,Title,Organization,Manager Name,User Status,AI Service (Normalized),AI Services,Total AI Services,Has AI Extensions Installed,Has AI Service License,Ai Service Event Count,Ai Service Connection Count,Ai Service File Upload Count,Ai Service Copy Paste Count,Ai Service PII Detection Count,Average Risk Score,Last Access Timestamp,Operating Systems,Endpoint Machine,AI Tool Vendor,AI Tool Category,AI Tool Region,AI Tool Data Location,Has BAA,Has DPA,Approved for Use,Risk Classification,Data Classification,Handles PHI,Handles PII,Handles Financial Data,Encryption Status,User Location,User Role,Access Level,Clearance Level,Training Completed,Last Certification Date,Consent Status,Data Retention Policy,Deletion Request Status,Sensitive Data Access Count,Policy Violations Count,Anomaly Flags,Incident Status,Vendor Risk Score,Vendor Assessment Date,SLA/SLO Status
yortega,rmiller@customer.com,Sales,Intern,"Horticulturist, commercial",customer.com,Christy Lester,Suspended,Gemini,"Gemini,Bing,Copilot",3,True,False,70,93,3,48,3,63.4,2026-01-01T07:02:00.998164Z,Windows 11,OC25-40241,OpenAI,GenAI,Global,Multi-Region,Yes,Yes,Prohibited,Critical,Public,False,False,False,Both,EU-NL,Exec,Standard,Top-Secret,False,2025-08-05,Explicit,7yr,,175,2,Multiple Flags,,25,2026-01-20,At Risk
rogerreese,vegadaniel@customer.com,Legal,Contractor,Tax inspector,customer.com,Barry Hamilton,Inactive,Perplexity,"Perplexity,Bing,ChatGPT",3,False,True,472,145,7,38,2,95.4,2025-12-24T13:57:00.999067Z,macOS 13,Hh59-51254,Google,Copilot,EU,US-West,,No,Under Review,Medium,PII,False,True,False,,APAC-SG,Clinical,Elevated,Secret,False,2025-12-11,Explicit,30d,Completed,107,11,Geo Anomaly,Resolved,13,2026-01-20,At Risk
matthewgarrett,morgankelsey@customer.com,IT,Vendor,"Scientist, physiological",customer.com,Alexis Lopez,Suspended,Perplexity,"Perplexity,Gemini",2,True,False,344,30,6,6,5,51.2,2026-01-03T10:01:01.000022Z,Windows 11,GD96-02767,Google,Chat Assistant,EU,Multi-Region,,Pending,Restricted,Critical,PHI,True,True,False,Encrypted at Rest,US-CA,Finance,Admin,,True,2025-11-22,Implied,Indefinite,Pending,146,13,Excessive Upload,Under Investigation,78,2026-01-20,Breach
rwebb,xfowler@customer.com,IT,Intern,"Nurse, learning disability",customer.com,Ethan Anderson IV,Suspended,Claude,"Claude,Copilot",2,True,False,377,164,2,14,5,49.0,2026-01-07T09:21:01.001069Z,macOS 13,zM02-02845,Anthropic,GenAI,APAC,US-East,No,,Approved,Critical,Internal,False,False,False,,US-NY,Admin,Privileged,Top-Secret,True,2025-04-27,,90d,Pending,102,20,Multiple Flags,Under Investigation,4,2026-01-20,Compliant
jamesolson,anthonywebster@customer.com,Engineering,Intern,Government social research officer,customer.com,Paula Guerrero,Inactive,Bing,"Bing,ChatGPT",2,True,False,275,51,8,13,2,46.7,2025-12-21T23:12:01.001806Z,Windows 10,fa61-67766,Google,Search,Global,EU-Central,,No,Under Review,Critical,Financial,False,True,True,,EU-DE,IT,Privileged,Top-Secret,True,2025-04-11,Withdrawn,1yr,Pending,52,2,Excessive Upload,Under Investigation,10,2026-01-20,At Risk
hallmeagan,patriciajackson@customer.com,Clinical,Full-Time,Architect,customer.com,Brandi Ramirez,Active,Gemini,"Gemini,Copilot",2,False,True,265,42,4,49,0,24.3,2026-01-06T14:42:01.002677Z,Windows 10,nI96-31104,Nvidia,Code Assistant,EU,EU-Central,,No,Under Review,Medium,Internal,False,False,False,Encrypted in Transit,US-NY,Admin,Admin,Secret,False,2025-08-12,Withdrawn,7yr,,112,12,Unusual Hours,Breach,44,2026-01-20,Breach
jaclyn81,cheryljones@customer.com,Finance,Full-Time,Quality manager,customer.com,Kristy Ford,Active,Copilot,"Copilot,Claude",2,True,True,306,121,7,14,1,61.7,2025-12-21T16:31:01.003507Z,Windows 11,dB91-88090,Meta,Search,US,EU-Central,Yes,,Prohibited,High,Financial,False,True,True,Encrypted at Rest,APAC-SG,IT,Privileged,Confidential,True,2025-09-11,,30d,,14,5,Multiple Flags,Resolved,67,2026-01-20,At Risk
uclark,nvega@customer.com,R&D,Vendor,Health physicist,customer.com,Dr. Catherine Reynolds,Inactive,Copilot,Copilot,1,False,False,77,140,2,38,4,87.6,2025-12-31T05:32:01.004536Z,macOS 14,gy35-02676,Nvidia,Analytics,Global,EU-Central,,No,Prohibited,Low,PII,False,True,False,Encrypted at Rest,EU-DE,Exec,Elevated,,True,2025-11-26,Implied,90d,,173,20,Multiple Flags,Breach,66,2026-01-20,At Risk
nelsondonald,kathy80@customer.com,Finance,Contractor,"Buyer, retail",customer.com,Ariana Stephens,Terminated,Bing,"Bing,Copilot,Claude",3,False,True,98,94,4,36,5,54.3,2026-01-08T17:07:01.005433Z,Windows 11,Hl17-85702,Microsoft,Analytics,Global,EU-West,Pending,No,Prohibited,Medium,PHI,True,True,False,Encrypted in Transit,US-CA,Finance,Standard,Top-Secret,True,2026-01-09,Withdrawn,Indefinite,Completed,76,4,Unusual Hours,,52,2026-01-20,Compliant
hollyanderson,drakefrank@customer.com,Security,Vendor,"Radiographer, diagnostic",customer.com,Ashley Savage,Suspended,Claude,"Claude,Copilot,Bing",3,True,True,240,128,9,27,0,45.0,2025-12-30T21:35:01.006444Z,Windows 11,BS74-48117,Anthropic,Analytics,US,Multi-Region,Yes,Pending,Restricted,Medium,Financial,False,True,True,Both,APAC-SG,Clinical,Elevated,Secret,False,2025-11-05,Withdrawn,90d,,163,18,Unusual Hours,Under Investigation,100,2026-01-20,At Risk
donaldzhang,greenheather@customer.com,Engineering,Vendor,Retail merchandiser,customer.com,Angel Carlson,Terminated,ChatGPT,ChatGPT,1,False,True,171,25,3,39,0,15.6,2025-12-27T17:04:01.007569Z,Windows 11,UN91-68880,Nvidia,Copilot,US,US-East,Yes,No,Approved,Low,PII,False,True,False,Encrypted in Transit,US-CA,IT,Privileged,Confidential,False,2025-02-15,Explicit,Indefinite,Pending,10,10,Multiple Flags,,3,2026-01-20,At Risk
calebperry,tstewart@customer.com,HR,Intern,Midwife,customer.com,April Campbell,Terminated,Claude,Claude,1,False,False,380,27,1,29,2,29.0,2026-01-17T05:46:01.008528Z,Windows 10,CA24-38133,OpenAI,Search,Global,EU-Central,Yes,No,Under Review,Low,Public,False,False,False,Both,APAC-SG,Clinical,Admin,Secret,True,2025-12-06,,1yr,Completed,53,5,Geo Anomaly,Under Investigation,41,2026-01-20,At Risk
hicksgeorge,jdunn@customer.com,IT,Full-Time,"Engineer, chemical",customer.com,Lisa Brown,Inactive,Bing,"Bing,Claude",2,False,True,168,182,4,36,2,88.0,2025-12-25T05:58:01.009465Z,Windows 10,RE44-88489,Nvidia,Chat Assistant,APAC,US-East,,Pending,Approved,Critical,PII,False,True,False,Encrypted in Transit,US-CA,IT,Privileged,,False,2025-06-23,,30d,Completed,41,14,,Under Investigation,83,2026-01-20,Breach
nicholas19,vjones@customer.com,Clinical,Contractor,Oceanographer,customer.com,Ryan Boyd,Terminated,ChatGPT,"ChatGPT,Copilot",2,True,False,344,26,9,41,4,87.8,2025-12-24T15:33:01.010244Z,Ubuntu 22.04,sL82-73603,Nvidia,Analytics,EU,Multi-Region,Pending,Pending,Prohibited,Critical,Internal,False,False,False,Both,EU-DE,Admin,Admin,Top-Secret,True,2025-12-13,Explicit,90d,Completed,107,5,Multiple Flags,Breach,22,2026-01-20,Breach
morsedanielle,heatherhill@customer.com,R&D,Full-Time,Barrister,customer.com,Alexandra Hernandez,Suspended,Claude,Claude,1,True,False,93,127,10,14,0,73.3,2026-01-14T19:05:01.011014Z,macOS 13,Lw55-60519,Microsoft,Copilot,US,EU-West,No,,Under Review,Critical,Confidential,False,False,False,Both,US-CA,Admin,Elevated,,False,2025-09-30,Withdrawn,Indefinite,Pending,79,9,Unusual Hours,,96,2026-01-20,Breach
dustin19,meghangriffin@customer.com,Marketing,Full-Time,"Surveyor, insurance",customer.com,Tina Henderson,Active,Copilot,"Copilot,Bing",2,True,False,149,101,2,12,3,3.4,2025-12-30T10:27:01.011808Z,Ubuntu 22.04,nh07-62945,OpenAI,Analytics,Global,EU-Central,Pending,Yes,Under Review,Low,PHI,True,True,False,Both,US-NY,Finance,Elevated,Top-Secret,False,2025-04-06,,1yr,,169,9,Unusual Hours,,22,2026-01-20,Compliant
wwilliams,jill57@customer.com,Legal,Vendor,"Accountant, chartered",customer.com,Kenneth Hughes,Inactive,Claude,"Claude,Gemini,Bing",3,True,True,54,24,3,7,0,41.4,2026-01-01T19:59:01.012431Z,Windows 11,zs91-91490,Google,Copilot,EU,EU-West,,,Restricted,Low,Confidential,False,False,False,Encrypted in Transit,EU-NL,IT,Elevated,Secret,True,2025-10-22,,90d,,157,12,,,78,2026-01-20,Compliant
ywhite,vcook@customer.com,Security,Intern,Energy manager,customer.com,Marcus Kelly,Suspended,Copilot,"Copilot,Gemini,ChatGPT",3,False,True,318,42,8,31,2,20.8,2026-01-09T19:20:01.013135Z,Windows 10,EN04-32185,Nvidia,Analytics,US,US-East,,,Under Review,Low,Public,False,False,False,Both,EU-FR,IT,Standard,Confidential,False,2025-02-20,Withdrawn,1yr,Completed,125,6,Multiple Flags,Breach,73,2026-01-20,Compliant
anthony51,ycastillo@customer.com,Engineering,Full-Time,Financial controller,customer.com,Mark Simpson,Active,Claude,"Claude,Bing",2,False,True,47,156,5,30,1,33.5,2025-12-30T20:55:01.014147Z,macOS 14,DF08-00125,Google,Search,EU,US-East,No,,Prohibited,High,PHI,True,True,False,Both,EU-NL,Clinical,Standard,Confidential,True,2025-11-29,Implied,Indefinite,Pending,169,7,Unusual Hours,Breach,38,2026-01-20,At Risk
ayalarichard,virginiawood@customer.com,Sales,Vendor,Brewing technologist,customer.com,Marcus Potts,Inactive,Claude,"Claude,Bing",2,True,True,397,17,6,21,0,80.8,2025-12-21T17:06:01.014964Z,Windows 11,kU79-11927,Anthropic,Search,APAC,US-West,,Yes,Approved,High,Public,False,False,False,Both,US-CA,Exec,Privileged,Secret,True,2025-08-28,Explicit,7yr,,193,9,Geo Anomaly,Under Investigation,54,2026-01-20,Breach
williamsnathaniel,robert91@customer.com,HR,Full-Time,Administrator,customer.com,Monica Taylor,Suspended,Claude,Claude,1,True,False,22,107,4,37,0,40.3,2026-01-03T22:16:01.015827Z,Windows 10,Mb61-18833,OpenAI,Code Assistant,US,Multi-Region,Yes,Pending,Restricted,Low,PHI,True,True,False,Encrypted at Rest,US-MA,Exec,Privileged,,False,2025-03-05,,7yr,,183,7,,Breach,7,2026-01-20,At Risk
carrillochloe,danny25@customer.com,Engineering,Contractor,Speech and language therapist,customer.com,Leah Summers,Active,Claude,Claude,1,False,True,461,13,6,26,1,64.1,2026-01-10T09:10:01.016703Z,Windows 10,Sk28-27520,Meta,GenAI,EU,Multi-Region,No,Pending,Under Review,High,Confidential,False,False,False,Encrypted in Transit,US-MA,Clinical,Admin,,False,2025-10-16,Implied,90d,,140,0,Excessive Upload,,42,2026-01-20,Breach
stephanie53,uroberts@customer.com,Legal,Full-Time,Adult guidance worker,customer.com,Melanie Lee,Inactive,Gemini,"Gemini,Perplexity",2,True,False,140,80,7,0,4,54.5,2026-01-10T03:16:01.017467Z,Ubuntu 22.04,UZ07-47015,Google,GenAI,APAC,Multi-Region,Yes,No,Restricted,Low,Financial,False,True,True,Encrypted at Rest,APAC-SG,IT,Standard,,True,2025-04-25,,30d,,157,12,Unusual Hours,Resolved,54,2026-01-20,At Risk
paulrios,thompsonjonathan@customer.com,R&D,Full-Time,Heritage manager,customer.com,Sharon Gutierrez,Terminated,Gemini,Gemini,1,True,True,277,69,10,1,3,74.0,2026-01-10T11:10:01.018175Z,Windows 11,tF63-81165,Microsoft,Code Assistant,US,US-West,Yes,,Prohibited,Low,Internal,False,False,False,Both,EU-FR,Exec,Elevated,Confidential,False,2025-06-30,,Indefinite,,3,0,Multiple Flags,,31,2026-01-20,At Risk
richard63,campbellalexandra@customer.com,IT,Contractor,"Teacher, special educational needs",customer.com,Jennifer Smith,Active,Claude,"Claude,Copilot,Gemini",3,True,True,247,86,7,36,4,97.8,2026-01-13T22:21:01.019015Z,macOS 13,XS34-16641,OpenAI,Search,Global,US-West,Yes,Yes,Prohibited,Critical,Confidential,False,False,False,Encrypted at Rest,EU-NL,Admin,Elevated,Confidential,True,2025-01-25,Explicit,1yr,Pending,35,18,Excessive Upload,Resolved,81,2026-01-20,Compliant
victoria01,jeremiahyoung@customer.com,Legal,Vendor,Charity officer,customer.com,Carlos Gomez PhD,Terminated,Claude,"Claude,Perplexity",2,True,False,366,50,3,5,4,58.4,2026-01-16T23:35:01.019735Z,macOS 13,aW66-57299,Microsoft,Code Assistant,US,US-West,Pending,,Under Review,High,Financial,False,True,True,Both,APAC-SG,Exec,Standard,Confidential,False,2026-01-11,,30d,Completed,182,18,,,29,2026-01-20,Compliant
probinson,alexandra19@customer.com,IT,Intern,Museum/gallery conservator,customer.com,Robert Rogers,Inactive,Perplexity,Perplexity,1,False,True,411,143,3,16,5,84.3,2026-01-11T05:53:01.020623Z,macOS 14,co22-90314,Microsoft,GenAI,Global,EU-Central,Pending,,Prohibited,Medium,Confidential,False,False,False,Encrypted at Rest,US-MA,Clinical,Privileged,Top-Secret,False,2025-03-28,Implied,90d,,16,4,Excessive Upload,Breach,90,2026-01-20,Compliant
yhorn,kennedysamantha@customer.com,Security,Vendor,Multimedia programmer,customer.com,Tracy Kennedy,Suspended,Gemini,"Gemini,Perplexity,Copilot",3,True,True,342,193,2,42,5,13.2,2025-12-29T16:07:01.021462Z,Windows 11,gD64-36421,Microsoft,Copilot,US,Multi-Region,Pending,,Prohibited,Critical,Internal,False,False,False,Encrypted in Transit,APAC-SG,Exec,Elevated,Top-Secret,False,2025-11-21,,1yr,,149,16,,Breach,49,2026-01-20,Compliant
robertsfrank,shernandez@customer.com,Legal,Full-Time,"Radiographer, therapeutic",customer.com,Michael Cruz,Inactive,Claude,Claude,1,False,False,69,165,2,7,0,48.2,2026-01-11T12:36:01.022690Z,Windows 10,fn64-45888,Anthropic,Copilot,US,US-West,Yes,Pending,Restricted,Low,Financial,False,True,True,Both,US-NY,Admin,Standard,Top-Secret,False,2025-06-06,Explicit,1yr,Completed,84,12,Unusual Hours,,23,2026-01-20,At Risk
antonio38,jacobscameron@customer.com,Finance,Full-Time,Waste management officer,customer.com,Stacy Dixon,Suspended,Bing,Bing,1,True,False,329,163,2,35,0,75.4,2026-01-14T17:44:01.023844Z,macOS 13,em61-53720,Microsoft,Chat Assistant,APAC,EU-Central,Yes,Yes,Prohibited,Critical,Internal,False,False,False,Both,EU-FR,IT,Admin,Secret,True,2025-08-20,Implied,7yr,,116,10,Unusual Hours,Breach,36,2026-01-20,Compliant
beth32,rmartinez@customer.com,Legal,Vendor,Patent examiner,customer.com,Stephanie Watson,Inactive,ChatGPT,"ChatGPT,Copilot,Claude",3,True,False,14,10,4,50,1,90.9,2025-12-30T11:43:01.024551Z,macOS 13,Rm11-24379,Anthropic,GenAI,Global,US-West,Pending,Yes,Approved,Critical,PHI,True,True,False,Encrypted in Transit,EU-FR,IT,Admin,Confidential,True,2025-04-09,Implied,90d,Pending,191,15,Excessive Upload,Under Investigation,81,2026-01-20,At Risk
colleengonzalez,amy34@customer.com,Clinical,Vendor,Quality manager,customer.com,Danielle Newman,Active,Perplexity,"Perplexity,Gemini,Copilot",3,True,True,394,192,5,1,5,49.5,2026-01-03T21:10:01.025454Z,macOS 14,CT17-62700,Nvidia,Copilot,Global,US-East,Yes,Yes,Prohibited,Critical,PII,False,True,False,Both,APAC-SG,Clinical,Standard,Confidential,True,2025-04-16,Withdrawn,30d,Completed,160,8,Geo Anomaly,Breach,34,2026-01-20,Breach
jaclynsmith,zvelazquez@customer.com,IT,Vendor,Music tutor,customer.com,Amanda Jimenez,Suspended,Gemini,"Gemini,Bing",2,False,False,209,128,8,13,2,92.7,2026-01-10T03:09:01.026444Z,Ubuntu 22.04,Qh31-38724,Google,Chat Assistant,Global,US-West,Yes,Yes,Approved,Medium,Internal,False,False,False,Both,EU-FR,Exec,Privileged,Top-Secret,False,2025-09-04,,7yr,,161,16,,Breach,4,2026-01-20,Breach
farleymark,robinmatthews@customer.com,Marketing,Intern,"Sales professional, IT",customer.com,Lauren Jones,Suspended,Bing,"Bing,ChatGPT",2,True,False,414,38,4,49,3,84.1,2026-01-11T08:29:01.027324Z,Windows 11,HL75-30186,Nvidia,Copilot,US,US-East,Pending,No,Prohibited,Low,Financial,False,True,True,Encrypted in Transit,US-CA,Finance,Admin,,True,2025-04-03,,30d,Completed,192,7,Unusual Hours,Resolved,94,2026-01-20,At Risk
paula75,xmanning@customer.com,Security,Contractor,Cartographer,customer.com,Cheryl Anderson,Suspended,Bing,"Bing,Perplexity,Copilot",3,False,False,349,168,5,8,5,56.5,2026-01-01T00:47:01.028096Z,macOS 13,Cu57-57440,Microsoft,Analytics,EU,US-West,Pending,Pending,Prohibited,High,Financial,False,True,True,Encrypted in Transit,US-CA,Finance,Privileged,Confidential,True,2025-06-05,Explicit,Indefinite,Completed,191,0,,Breach,70,2026-01-20,At Risk
michaelreid,bellgeorge@customer.com,Clinical,Vendor,Futures trader,customer.com,Natasha Valentine,Active,Bing,Bing,1,True,False,189,195,8,32,2,46.0,2026-01-13T01:28:01.029341Z,Windows 10,GY92-10703,Meta,GenAI,Global,EU-Central,No,,Prohibited,Critical,Public,False,False,False,Encrypted in Transit,US-MA,Clinical,Standard,Confidential,True,2025-04-17,Explicit,90d,,28,2,Unusual Hours,,25,2026-01-20,Breach
samantha56,lacey31@customer.com,HR,Vendor,Insurance claims handler,customer.com,Valerie Nunez,Inactive,Gemini,"Gemini,Copilot,Claude",3,True,True,358,84,9,42,1,46.2,2026-01-18T23:38:01.030127Z,macOS 13,jy22-18981,Microsoft,Copilot,EU,US-East,No,,Under Review,Critical,Financial,False,True,True,,EU-FR,Clinical,Standard,,True,2025-06-26,Explicit,7yr,,36,11,Excessive Upload,Under Investigation,5,2026-01-20,Compliant
ellismargaret,nrodriguez@customer.com,Legal,Contractor,Manufacturing systems engineer,customer.com,Stephanie Goodwin,Inactive,Gemini,"Gemini,Bing",2,False,True,114,30,9,37,4,55.8,2026-01-17T05:28:01.030928Z,Ubuntu 22.04,PK59-68645,Anthropic,Search,Global,EU-Central,No,Pending,Restricted,Low,PII,False,True,False,Encrypted at Rest,EU-NL,Admin,Admin,Top-Secret,False,2025-01-26,,1yr,,139,3,Excessive Upload,Under Investigation,69,2026-01-20,Breach
mitchellshawn,davidwilson@customer.com,Marketing,Full-Time,Occupational therapist,customer.com,Michele Stevenson,Suspended,Copilot,"Copilot,Claude",2,True,True,301,136,7,49,5,13.2,2025-12-29T19:40:01.031736Z,Windows 11,PX34-43385,Nvidia,Copilot,Global,US-West,Yes,,Prohibited,Critical,PII,False,True,False,,US-CA,Exec,Admin,,True,2025-04-21,Explicit,30d,Completed,51,4,Multiple Flags,Resolved,36,2026-01-20,At Risk
larry78,wvaughan@customer.com,Finance,Intern,Academic librarian,customer.com,Derrick Reynolds,Suspended,Perplexity,"Perplexity,Copilot,Claude",3,False,False,46,9,6,32,4,47.6,2026-01-03T08:08:01.032651Z,Ubuntu 22.04,Ss70-60517,Microsoft,Analytics,US,EU-West,,No,Prohibited,Medium,PHI,True,True,False,Both,US-MA,Clinical,Privileged,Confidential,True,2025-04-04,Explicit,30d,,58,17,Multiple Flags,Breach,63,2026-01-20,Breach
aross,madison17@customer.com,Security,Intern,Trade union research officer,customer.com,Tracy Brown,Active,Claude,"Claude,Bing",2,True,True,61,162,7,42,1,87.8,2026-01-12T12:16:01.033360Z,macOS 14,vH54-03766,Google,Copilot,Global,Multi-Region,No,No,Approved,Critical,Financial,False,True,True,Encrypted at Rest,US-NY,IT,Admin,Confidential,False,2025-10-31,Implied,1yr,Completed,97,6,Geo Anomaly,Under Investigation,10,2026-01-20,Breach
ehodges,jillnguyen@customer.com,Clinical,Vendor,Paramedic,customer.com,Chad Lopez,Suspended,Copilot,Copilot,1,True,True,140,91,1,9,2,97.2,2025-12-24T16:13:01.034294Z,Ubuntu 22.04,sN34-40816,Anthropic,GenAI,EU,EU-West,,No,Under Review,Low,Confidential,False,False,False,Encrypted in Transit,US-MA,IT,Standard,Secret,False,2025-09-15,Withdrawn,Indefinite,,183,19,Unusual Hours,,90,2026-01-20,Compliant
jonesjenny,ortegachristina@customer.com,Clinical,Full-Time,"Therapist, speech and language",customer.com,Austin Wilson,Terminated,Copilot,"Copilot,Bing,Gemini",3,True,True,53,179,3,6,1,40.7,2026-01-15T08:20:01.035276Z,macOS 14,Yq74-79583,Google,GenAI,EU,US-West,Yes,,Under Review,Critical,PII,False,True,False,Both,EU-DE,Clinical,Privileged,Top-Secret,True,2025-03-27,,7yr,Pending,82,10,Geo Anomaly,Resolved,46,2026-01-20,At Risk
meyerscurtis,ginacrawford@customer.com,Legal,Full-Time,TEFL teacher,customer.com,Nicole Underwood,Active,Perplexity,"Perplexity,Gemini,Bing",3,True,True,63,78,1,16,2,19.1,2026-01-03T10:50:01.036625Z,Windows 10,IB51-27529,Nvidia,Analytics,Global,Multi-Region,Yes,Yes,Restricted,Critical,Internal,False,False,False,Both,US-CA,IT,Privileged,Confidential,True,2025-07-15,,7yr,Pending,33,13,,Breach,53,2026-01-20,Breach
thomasjones,steven85@customer.com,Security,Full-Time,Pathologist,customer.com,Laura Newton,Inactive,Copilot,"Copilot,Gemini",2,False,False,465,189,7,1,0,83.3,2026-01-03T13:52:01.037349Z,macOS 13,Us49-09242,OpenAI,Code Assistant,EU,EU-Central,,Yes,Restricted,Critical,Public,False,False,False,Both,EU-FR,Admin,Standard,Top-Secret,False,2025-07-13,Withdrawn,7yr,,62,8,,Resolved,56,2026-01-20,Compliant
fevans,glenwilliams@customer.com,Finance,Contractor,"Engineer, building services",customer.com,Kelli Stephens,Inactive,Perplexity,"Perplexity,Copilot",2,False,False,471,78,2,6,2,46.8,2026-01-17T00:37:01.038243Z,Ubuntu 22.04,BL39-62119,Google,Chat Assistant,Global,US-East,Yes,Pending,Restricted,High,Public,False,False,False,Encrypted in Transit,EU-NL,Finance,Privileged,Top-Secret,True,2025-04-22,Withdrawn,30d,Pending,27,19,Excessive Upload,,20,2026-01-20,Breach
garcialisa,abell@customer.com,Marketing,Full-Time,Armed forces logistics/support/administrative officer,customer.com,Chase Morgan,Terminated,Bing,Bing,1,False,True,86,162,9,46,5,24.0,2025-12-26T19:56:01.039250Z,macOS 14,hZ03-42125,Microsoft,Copilot,EU,US-West,,,Restricted,Low,Public,False,False,False,Both,US-MA,Admin,Admin,,True,2025-01-31,,30d,,126,6,,Under Investigation,55,2026-01-20,Breach
hilllydia,xedwards@customer.com,Marketing,Full-Time,Volunteer coordinator,customer.com,Laura Barron,Inactive,Copilot,"Copilot,Perplexity",2,False,True,454,195,3,47,2,15.0,2026-01-12T09:49:01.040422Z,macOS 13,nT42-24903,Anthropic,Copilot,US,US-East,Pending,,Approved,High,Confidential,False,False,False,Encrypted in Transit,US-NY,Exec,Privileged,,True,2025-03-28,Implied,1yr,Completed,42,11,Multiple Flags,Under Investigation,3,2026-01-20,At Risk
kenneth30,nicolefleming@customer.com,Marketing,Intern,Physiological scientist,customer.com,Jacqueline Sanford,Suspended,ChatGPT,ChatGPT,1,False,True,158,10,10,5,4,65.4,2026-01-21T03:31:01.041306Z,Ubuntu 22.04,BD11-87228,Microsoft,Search,APAC,EU-West,No,Yes,Under Review,Medium,Confidential,False,False,False,Encrypted at Rest,EU-NL,IT,Privileged,Top-Secret,False,2025-10-31,Implied,90d,Pending,48,11,Multiple Flags,,10,2026-01-20,Compliant
wilkinsonmark,michaelstephens@customer.com,Security,Vendor,"Engineer, manufacturing",customer.com,Jennifer Thomas,Inactive,Bing,"Bing,ChatGPT,Perplexity",3,False,True,0,186,9,25,1,86.7,2025-12-25T20:44:01.042201Z,macOS 13,YJ33-34006,Meta,Code Assistant,Global,US-East,Yes,Pending,Prohibited,Critical,Internal,False,False,False,Both,US-MA,Finance,Admin,Confidential,False,2025-07-20,,90d,Completed,12,5,Excessive Upload,Under Investigation,98,2026-01-20,Breach
